ID,乡镇级,Rural
21910,两河镇,1
21911,江北街道办事处,1
21912,安龙堡乡,0
21913,向阳乡,0
21914,宝城街道办事处,1
21915,永燊彝族苗族乡,0
21916,文峰乡,0
21917,和静镇,1
21918,少林街道办事处,1
21919,北港街道,1
21920,卡如乡,0
21921,洋溪镇,1
21922,巨口乡,0
21923,平街乡,0
21924,虎跳峡镇,1
21925,可大乡,0
21926,罗坝镇,1
21927,高村镇,1
21928,柳坪乡,0
21929,芹池镇,1
21930,南洲镇,1
21931,白果镇,1
21932,范镇,1
21933,春化镇,1
21934,尧庙镇,1
21935,皇冠镇,1
21936,马力镇,1
21937,道河镇,1
21938,含增镇,1
21939,北牙瑶族乡,0
21940,大山种羊场,0
21941,勐卯镇,1
21942,高溪乡,0
21943,昭苏镇,1
21944,榆科镇,1
21945,永安镇,1
21946,双塔山镇,1
21947,黄沙镇,1
21948,颜集镇,1
21949,木金乡,0
21950,南陉乡,0
21951,么站镇,1
21952,古荥镇,1
21953,永兴街道,1
21954,油石乡,0
21955,那能乡,0
21956,会山镇,1
21957,双胜镇,1
21958,辉南镇,1
21959,罗洪镇,1
21960,人潮溪镇,1
21961,册井乡,0
21962,漳湾镇,1
21963,万丈湖街道办事处,1
21964,城郊乡,0
21965,后白镇,1
21966,文昌街道办事处,1
21967,梅城镇,1
21968,北臧村镇,1
21969,和睦井乡,0
21970,滨海港镇,1
21971,车排子镇,1
21972,克勒沟镇,1
21973,城关镇,1
21974,护建镇,1
21975,都督乡,0
21976,谷亭街道办事处,1
21977,小寨镇,1
21978,大东坝镇,1
21979,西洛街道办事处,1
21980,湖镇镇,1
21981,大水田乡,0
21982,月塘镇,1
21983,大乌江镇,1
21984,河坝镇,1
21985,云盖寺镇,1
21986,猫营镇,1
21987,柳山镇,1
21988,东桥镇,1
21989,南曹乡,0
21990,丁湖镇,1
21991,灌阳镇,1
21992,章驮乡,0
21993,王庄寨镇,1
21994,康大营镇,1
21995,发放镇,1
21996,张家塬镇,1
21997,绿化白族彝族乡,0
21998,北景镇,1
21999,造甲乡,0
22000,河西街道办事处,1
22001,城门镇,1
22002,梁祝镇,1
22003,埠河镇,1
22004,奥依亚依拉克镇,1
22005,洲仔镇,1
22006,按板镇,1
22007,商桥镇,1
22008,海青镇,1
22009,黑水河乡,0
22010,权家湾镇,1
22011,色务乡,0
22012,里湖瑶族乡,0
22013,伏道镇,1
22014,新民镇,1
22015,迎龙镇,1
22016,石各庄镇,1
22017,南康镇,1
22018,六塘镇,1
22019,芝英镇,1
22020,高石镇,1
22021,石柱镇,1
22022,丰乐镇,1
22023,小布镇,1
22024,濂竹乡,0
22025,盘古乡,0
22026,郭河镇,1
22027,长城镇,1
22028,林头镇,1
22029,开元街道办事处,1
22030,故县镇,1
22031,鲁塘镇,1
22032,洪范池镇,1
22033,姚官屯乡,0
22034,禾市镇,1
22035,临城镇,1
22036,释之街道办事处,1
22037,东辛庄满族镇,1
22038,先市镇,1
22039,查巴奇鄂温克民族乡,0
22040,城关镇,1
22041,头渡镇,1
22042,八乡山镇,0
22043,阳三石街道,1
22044,龙王沟风景区办事处,1
22045,马家皂乡,0
22046,东坪乡,0
22047,苏坝镇,1
22048,牙城镇,1
22049,乐秋乡,0
22050,金波乡,0
22051,新田镇,1
22052,上高街道办事处,1
22053,沤江镇,1
22054,霞阳镇,1
22055,加依勒玛乡,0
22056,小沙江镇,1
22057,于集乡,0
22058,邱集镇,1
22059,龙门镇,1
22060,华山街道办事处,1
22061,南王乡,0
22062,卢家屯乡,0
22063,同德镇,1
22064,锦秋街道办事处,1
22065,三里镇,1
22066,终南镇,1
22067,福兴乡,0
22068,勍香镇,1
22069,西北勒乡,0
22070,新店坪镇,1
22071,大新镇,1
22072,二塘镇,1
22073,何楼街道,1
22074,大孟镇,1
22075,棉花坪瑶族乡,0
22076,毛都站镇,1
22077,马庄乡,0
22078,黑石头镇,1
22079,向阳乡,0
22080,五马镇,1
22081,梅家乡,0
22082,石塘镇,1
22083,天门乡,0
22084,上马街道办事处,1
22085,温店镇,1
22086,姜山镇,1
22087,卜家庄乡,0
22088,白鹤镇,1
22089,梁寨镇,1
22090,新发布依族乡,0
22091,兴华乡,0
22092,倭肯镇,1
22093,亮甲店镇,1
22094,蛟洋镇,1
22095,棋山镇,1
22096,大崔庄镇,1
22097,花园镇,1
22098,马路镇,1
22099,查干沐沦苏木,0
22100,潘田镇,1
22101,田头镇,1
22102,犁倭镇,1
22103,许家湖镇,1
22104,庆云镇,1
22105,巨峰镇,1
22106,吴家镇,1
22107,鄂州经济开发区,1
22108,野租乡,0
22109,文亨镇,1
22110,金羊镇,1
22111,上沙沃镇,1
22112,黄草镇,1
22113,黑溪镇,1
22114,万寨乡,0
22115,牛牯坪乡,0
22116,平秋镇,1
22117,宋家川街道办事处,1
22118,宝山镇,1
22119,渭丰镇,1
22120,芦集镇,1
22121,红甸回族乡,0
22122,吉亚乡,0
22123,东山镇,1
22124,黄石口乡,0
22125,泊头镇,1
22126,东阳江镇,1
22127,童家溪镇,1
22128,文岭镇,1
22129,古城镇,1
22130,丁青镇,1
22131,常乐镇,1
22132,白层镇,1
22133,嘉陵街道办事处,1
22134,感城镇,1
22135,顺化瑶族乡,0
22136,汤山城镇,1
22137,塔尔拉克乡,0
22138,仓房沟片区街道办事处,1
22139,临湖镇,1
22140,耿车镇,1
22141,长春镇,1
22142,亚吐尔乡,0
22143,城关镇,1
22144,河口苗族乡,0
22145,中关镇,1
22146,徐营镇,1
22147,乌江镇,1
22148,古城镇,1
22149,板泉镇,1
22150,姜家镇,1
22151,松岗镇,1
22152,芳山镇,1
22153,金厂镇,1
22154,四宝山街道办事处,1
22155,杨地镇,1
22156,重渠乡,0
22157,永和镇,1
22158,四塘镇,1
22159,独田乡,0
22160,王林口镇,1
22161,大岭乡,0
22162,蜀河镇,1
22163,高桥街道,1
22164,双峰乡,0
22165,中营镇,1
22166,南陈屯乡,0
22167,双河镇,1
22168,茅溪镇,1
22169,港门镇,1
22170,静观镇,1
22171,郑村镇,1
22172,罗浮镇,1
22173,灵口镇,1
22174,城关镇,1
22175,蝉战河乡,0
22176,大屯镇,1
22177,西兴镇,1
22178,青阳苗族仡佬族侗族乡,0
22179,洗马河街道,1
22180,西联镇,1
22181,仙子脚镇,1
22182,河流镇,1
22183,大歇镇,1
22184,大屯营镇,1
22185,烈面镇,1
22186,大安山乡,0
22187,保安街道办事处,1
22188,沱湖乡,0
22189,秋溪镇,1
22190,兴城街道办事处,1
22191,高兴镇,1
22192,临漳镇,1
22193,龙潭桥镇,1
22194,北舞渡镇,1
22195,玉溪镇,1
22196,塔什科瑞克乡,0
22197,杨塔乡,0
22198,察瓦龙乡,0
22199,台头镇,1
22200,滩头镇,1
22201,辰时镇,1
22202,朝阳镇,1
22203,宣化乡,0
22204,二坊坪镇,1
22205,三个庄子镇,1
22206,广顺街道办事处,1
22207,南甸镇,1
22208,王下乡,0
22209,铁南街道办事处,1
22210,依庄乡,0
22211,圣水峪镇,1
22212,东石镇,1
22213,大成镇,1
22214,五里镇,1
22215,林镇乡,0
22216,石蟆镇,1
22217,府城镇,1
22218,平达乡,0
22219,田庄镇,1
22220,金竹镇,1
22221,河洲街道,1
22222,沾尚镇,1
22223,上黄镇,1
22224,方水镇,1
22225,八桥镇,1
22226,南川乡,0
22227,君埠乡,0
22228,南湾街道办事处,1
22229,上升乡,0
22230,沙河乡,0
22231,胜营镇,1
22232,驼腰岭镇,1
22233,新地镇,1
22234,金厂峪镇,1
22235,瀼渡镇,1
22236,卧龙镇,1
22237,黄安镇,1
22238,大河涧乡,0
22239,良上镇,1
22240,阡东镇,1
22241,马集镇,1
22242,淦阳街道,1
22243,中心镇,1
22244,孟海镇,1
22245,南湖办事处,1
22246,太拥镇,1
22247,烟店镇,1
22248,北浴乡,0
22249,文家街道办事处,1
22250,八道沟镇,1
22251,阳霞镇,1
22252,临南镇,1
22253,东万口乡,0
22254,冠市镇,1
22255,夹信子镇,1
22256,龙泉镇,1
22257,索博日嘎镇,1
22258,夹浦镇,1
22259,同德乡,0
22260,杏花村镇,1
22261,三阳镇,1
22262,马召镇,1
22263,沈洋镇,1
22264,坭美彝族乡,0
22265,昌宁镇,1
22266,大房身镇,1
22267,大通河乡,0
22268,紫溪市镇,1
22269,城北街道办事处筹备处,1
22270,三溪桥镇,1
22271,上马镇,1
22272,齐云山镇,1
22273,白塔乡,0
22274,珠溪镇,1
22275,孙伯镇,1
22276,龙岗街道办事处,1
22277,八力镇,1
22278,沙里瑶族乡,0
22279,胡市镇,1
22280,大钟庄镇,1
22281,昆北街道办事处,1
22282,和平镇,1
22283,大津口乡,0
22284,临濮镇,1
22285,庄墓镇,1
22286,铁山乡,0
22287,西营镇,1
22288,张村镇,1
22289,管店镇,1
22290,白马镇,1
22291,杨林桥镇,1
22292,和乐镇,1
22293,大双庙镇,1
22294,四合乡,0
22295,文安驿镇,1
22296,谷洲镇,1
22297,下林卡乡,0
22298,香坝镇,1
22299,同心镇,1
22300,向桥乡,0
22301,咸水沽镇,1
22302,五道沟镇,1
22303,演陂镇,1
22304,黑石渡镇,1
22305,平凤乡,0
22306,石桥镇,1
22307,木头城子镇,1
22308,祁集镇,1
22309,龙曲镇,1
22310,马家庄乡,0
22311,新甸镇,1
22312,马岭镇,1
22313,岗李乡,0
22314,泉溪镇,1
22315,芭蕉镇,1
22316,海岱镇,1
22317,薛店镇,1
22318,关田镇,1
22319,和什力克乡,0
22320,黄山街道办事处,1
22321,碧溪乡,0
22322,南山镇,1
22323,小碧布依族苗族乡,0
22324,渭津镇,1
22325,姑田镇,1
22326,陈家营乡,0
22327,平水镇,1
22328,沙岭镇,1
22329,苏家洼镇,1
22330,白诸镇,1
22331,乌江镇,1
22332,南阳镇,1
22333,大营镇,1
22334,紫水街道办事处,1
22335,铜闸镇,1
22336,江南朝鲜族满族乡,0
22337,阿西尔达斡尔民族乡,0
22338,三家镇,1
22339,麦坪镇,1
22340,菜坝镇,1
22341,曲濑镇,1
22342,绥阳镇,1
22343,直溪镇,1
22344,新街回族乡,0
22345,郎德镇,1
22346,注溪乡,0
22347,卡加道乡,0
22348,张纪镇,1
22349,龙王庙乡,0
22350,青木川镇,1
22351,安邑街道办事处,1
22352,大临河乡,0
22353,黑井镇,1
22354,龙岸镇,1
22355,老厂镇,1
22356,坊前镇,1
22357,三岔河镇,1
22358,石庙镇,1
22359,车城路街道,1
22360,枫芸土家族苗族乡,0
22361,星火乡,0
22362,游洋镇,1
22363,王家镇,1
22364,固拉合玛镇,1
22365,河失镇,1
22366,里商乡,0
22367,青山镇,1
22368,薛镇,1
22369,袂花镇,1
22370,孟姜镇,1
22371,蘑菇气镇,1
22372,樱桃园镇,1
22373,沙头镇,1
22374,瓦马彝族白族乡,0
22375,东坡傣族乡,0
22376,时堰镇,1
22377,石咀镇,1
22378,玛瑙镇,1
22379,深渡苗族乡,0
22380,呼和温都尔镇,1
22381,荆竹铺镇,1
22382,铁佛镇,1
22383,越溪镇,1
22384,三交镇,1
22385,章村镇,1
22386,叠石乡,0
22387,舞泉镇,1
22388,平里镇,1
22389,接龙镇,1
22390,冯卯镇,1
22391,万善乡,0
22392,复州城镇,1
22393,陈庄镇,1
22394,鲁班街道办事处,1
22395,古城镇,1
22396,崇德乡,0
22397,大路街道办事处,1
22398,板桥镇,1
22399,太平镇,1
22400,田付村乡,0
22401,鸳大镇,1
22402,李曹镇,1
22403,南岸街道办事处,1
22404,琴城镇,1
22405,兰山乡,0
22406,南宫山镇,1
22407,河坎子乡,0
22408,澌岸镇,1
22409,鄣吴镇,1
22410,五山镇,1
22411,湖塘乡,0
22412,邓家铺镇,1
22413,耳口乡,0
22414,佛阁寺镇,1
22415,菁华铺乡,0
22416,太平乡,0
22417,雪峰街道,1
22418,白豹镇,1
22419,呼和木独镇,1
22420,褚河镇,1
22421,东风镇,1
22422,大铭乡,0
22423,小松镇,1
22424,前进镇,1
22425,春和街道,1
22426,雷河镇,1
22427,大桥镇,1
22428,漕河镇,1
22429,博野镇,1
22430,三州乡,0
22431,宝圩镇,1
22432,马合镇,1
22433,牙里镇,1
22434,漉湖芦苇场,0
22435,义合镇,1
22436,田坝镇,1
22437,伍明镇,1
22438,沙冲乡,0
22439,才溪镇,1
22440,中山涧镇,1
22441,彭镇,1
22442,寺滩乡,0
22443,秀峰乡,0
22444,托林镇,1
22445,桃林镇,1
22446,山城路街道,1
22447,谭坊镇,1
22448,屯堡乡,0
22449,高家堡镇,1
22450,杨湖镇,1
22451,梨园屯镇,1
22452,古营集镇,1
22453,毛家港镇,1
22454,夏桥镇,1
22455,东坑镇,1
22456,芙蓉桥白族乡,0
22457,新圩镇,1
22458,富山乡,0
22459,上郭乡,0
22460,兴安街道办事处,1
22461,曾田镇,1
22462,右水乡,0
22463,南王店镇,1
22464,杨郊乡,0
22465,岭南乡,0
22466,沙塘镇,1
22467,费城街道办事处,1
22468,发轮镇,1
22469,霍口畲族乡,0
22470,竹海镇,1
22471,合江街道,1
22472,横龙镇,1
22473,罗源镇,1
22474,长发镇,1
22475,旧城镇,1
22476,烟峰镇,1
22477,蓼皋街道办事处,1
22478,天明镇,1
22479,史德镇,1
22480,太清宫镇,1
22481,达扎寺镇,1
22482,杉王街道,1
22483,水吉镇,1
22484,英艾日克镇,1
22485,四棵树乡,0
22486,宝堰镇,1
22487,独坡镇,1
22488,万福镇,1
22489,杨店镇,1
22490,江集镇,1
22491,港城街道办事处,1
22492,平旺乡,0
22493,保安镇,1
22494,南奇乡,0
22495,九乡彝族回族乡,0
22496,中港镇,1
22497,王村镇,1
22498,思林镇,1
22499,北格镇,1
22500,阳春镇,1
22501,阎疃镇,1
22502,洪格尔苏木,0
22503,庆恒乡,0
22504,滚马乡,0
22505,茅山管委会,1
22506,惠七满族镇,1
22507,屏山街道办事处,1
22508,官垌镇,1
22509,亭子镇,1
22510,铁佛寺镇,1
22511,孜托镇,1
22512,官庄镇,1
22513,安定镇,1
22514,雄关乡,0
22515,张华镇,1
22516,双桥镇,1
22517,毛井镇,1
22518,万金山乡,0
22519,太平庄镇,1
22520,长桥镇,1
22521,向塘镇,1
22522,单集镇,1
22523,仰天湖瑶族乡,0
22524,杨嘉桥镇,1
22525,洺州镇,1
22526,大孙乡,0
22527,鹿头乡,0
22528,符溪镇,1
22529,龙华镇,1
22530,二道甸子镇,1
22531,江头镇,1
22532,田源镇,1
22533,光荣乡,0
22534,上明乡,0
22535,水鸣镇,1
22536,乌拉嘎镇,1
22537,新乡镇,0
22538,北马圈子镇,1
22539,彰冠镇,1
22540,桃陂镇,1
22541,金鱼岭街道,1
22542,恒口镇,1
22543,南宝山镇,1
22544,段屋乡,0
22545,毛家滩回族维吾尔族乡,0
22546,琥珀镇,1
22547,啊喇彝族乡,0
22548,望树镇,1
22549,黄田镇,1
22550,白塘镇,1
22551,白马渡镇,1
22552,万冲镇,1
22553,业庙乡,0
22554,吾隘镇,1
22555,梅林镇,1
22556,三岔镇,1
22557,凤仪乡,0
22558,陵江镇,1
22559,洪庄镇,1
22560,芦洲镇,1
22561,大石头乡,0
22562,中咀岭乡,0
22563,中梁山街道办事处,1
22564,柴窝堡管委会,1
22565,抢垦乡,0
22566,虎山乡,0
22567,南庙镇,1
22568,穆村镇,1
22569,蓝钟镇,1
22570,那曲镇,1
22571,大路口乡,0
22572,江南街道办事处,1
22573,共和镇,1
22574,千佛岭乡,0
22575,甘珠尔苏木,0
22576,湘漓镇,1
22577,华冲镇,1
22578,茶院乡,0
22579,长凝镇,1
22580,石咀驿镇,1
22581,魏桥镇,1
22582,下丁家镇,1
22583,竹基镇,1
22584,泉山镇,1
22585,秀市镇,1
22586,城关镇,1
22587,大境瑶族乡,0
22588,库勒拜镇,1
22589,高安镇,1
22590,泉阳镇,1
22591,义和塔拉镇,1
22592,双河镇,1
22593,畹町镇,1
22594,黄寨镇,1
22595,省母乡,0
22596,拥乡,0
22597,小黑箐镇,1
22598,车仁乡,0
22599,青山沟镇,1
22600,灵山镇,1
22601,智仁乡,0
22602,洪水镇,1
22603,惠民镇,1
22604,六苏木镇,0
22605,白樟镇,1
22606,南康镇,1
22607,连生乡,0
22608,李口镇,1
22609,刘桥镇,1
22610,顺河镇,1
22611,接履桥街道,1
22612,永宁镇,1
22613,塘坪镇,1
22614,高坪乡,0
22615,江东镇,1
22616,演圣镇,1
22617,革步乡,0
22618,兴隆苗族乡,0
22619,公平乡,0
22620,巴旺乡,0
22621,乌嘴乡,0
22622,乌兰乌苏镇,1
22623,庆阳镇,1
22624,横梁乡,0
22625,田庄镇,1
22626,柏加镇,1
22627,金桥镇,1
22628,文教镇,1
22629,白螺镇,1
22630,洛王街道,1
22631,和日镇,1
22632,胥口镇,1
22633,伊斯拉木阿瓦提乡,0
22634,石门镇,1
22635,凤塘镇,1
22636,油车港镇,1
22637,东山镇,1
22638,潘庄镇,1
22639,坪坦乡,0
22640,十农场,0
22641,丁坞镇,1
22642,周堂镇,1
22643,刘家河镇,1
22644,点头镇,1
22645,平新街道办事处,1
22646,古沟回族乡,0
22647,龙藏乡,0
22648,九口乡,0
22649,芷江镇,1
22650,大冲乡,0
22651,大洲镇,1
22652,蒲缥镇,1
22653,岭南镇,1
22654,荔溪乡,0
22655,南坝乡,0
22656,铁桥镇,1
22657,镇东乡,0
22658,大塅镇,1
22659,麻虎镇,1
22660,黎民居乡,0
22661,柏林乡,0
22662,温汤镇,1
22663,石峡镇,1
22664,十家堡镇,1
22665,新岗山镇,1
22666,山尹村镇,1
22667,桥亭乡,0
22668,蓼江镇,1
22669,达拉乡,0
22670,蚬岗镇,1
22671,高峰镇,1
22672,锡城镇,1
22673,王家后乡,0
22674,双碑乡,0
22675,白楼乡,0
22676,格木乡,0
22677,小将镇,1
22678,纳瓦乡,0
22679,富顺镇,1
22680,平口镇,1
22681,田蓬镇,1
22682,杨家峪街道办事处,1
22683,坡心镇,1
22684,先锋街道,1
22685,大银镇,1
22686,沙尔沁镇,1
22687,吕城镇,1
22688,沙圪堵镇,1
22689,万冢镇,1
22690,卡撒乡,0
22691,集兵镇,1
22692,孟溪镇,1
22693,采花乡,0
22694,张店镇,1
22695,白茆镇,1
22696,蔡桥镇,1
22697,大泽乡镇,0
22698,铁厂沟镇,1
22699,彩云镇,1
22700,宁远镇,1
22701,院岭街道办事处,1
22702,阿拉哈克镇,1
22703,梨坪镇,1
22704,温泉乡,0
22705,东升乡,0
22706,寿山乡,0
22707,江城乡,0
22708,小丘镇,1
22709,南峪镇,1
22710,龙滚镇,1
22711,沿口镇,1
22712,金源藏族乡,0
22713,神鼎山镇,1
22714,蜂桶寨乡,0
22715,长安街道办事处,1
22716,德胜镇,1
22717,河头镇,1
22718,段店镇,1
22719,西乌兰不浪镇,1
22720,昔马镇,1
22721,善福乡,0
22722,亭子坝镇,1
22723,袁花镇,1
22724,营盘乡,0
22725,杜村乡,0
22726,梁家村镇,1
22727,福山镇,1
22728,阳和土家族乡,0
22729,细水乡,0
22730,涞源镇,1
22731,伍市镇,1
22732,圈内乡,0
22733,永丰镇,1
22734,红透山镇,1
22735,坪田镇,1
22736,千山街道办事处,1
22737,喀瓦克乡,0
22738,阿依库勒乡,0
22739,南环路街道办事处,1
22740,城厢镇,1
22741,温泉办事处,1
22742,北早现乡,0
22743,吉村镇,1
22744,天水镇,1
22745,店子镇,1
22746,淝河镇,1
22747,石泉镇,1
22748,柳林洲街道,1
22749,玉坪乡,0
22750,弥城镇,1
22751,巨浦乡,0
22752,李阁镇,1
22753,洪山镇,1
22754,丰台镇,1
22755,刘家店镇,1
22756,临淮关镇,1
22757,南台子乡,0
22758,沙依坡乡,0
22759,罕台镇,1
22760,界牌镇,1
22761,江南镇,1
22762,上衫乡,0
22763,义安镇,1
22764,白沙镇,1
22765,两渡镇,1
22766,妹冢镇,1
22767,高阳镇,1
22768,荣塘镇,1
22769,六家桥乡,0
22770,民和镇,1
22771,乾西乡,0
22772,四合镇,1
22773,阿克苏乡,0
22774,都阳镇,1
22775,龙门乡,0
22776,南新乡,0
22777,威戎镇,1
22778,孙家坪乡,0
22779,藏寨乡,0
22780,杨湾镇,1
22781,洛恩乡,0
22782,阁底乡,0
22783,依西肯乡,0
22784,七甲乡,0
22785,汪清镇,1
22786,下仓镇,1
22787,北杨镇,1
22788,安仁乡,0
22789,芦葭镇,1
22790,新城乡,0
22791,枫溪镇,1
22792,测鱼镇,1
22793,猫洞苗族仡佬族乡,0
22794,复兴镇,1
22795,桥头镇,1
22796,白鹤镇,1
22797,都拉布依族乡,0
22798,历洞镇,1
22799,朝阳镇,1
22800,乌图布拉格镇,1
22801,白璧镇,1
22802,铜鼓镇,1
22803,港湾街道办事处,1
22804,彩石街道办事处,1
22805,新州镇,1
22806,清平彝族乡,0
22807,三湾乡,0
22808,走马街镇,1
22809,寿山乡,0
22810,千家峒瑶族乡,0
22811,莲花镇,1
22812,鼎新镇,1
22813,和尚房子乡,0
22814,官庄街道办事处,1
22815,青福镇,1
22816,凤山彝族蒙古族乡,0
22817,乐山镇,1
22818,店张街道办事处,1
22819,李家乡,0
22820,大昌汗镇,1
22821,界牌镇,1
22822,北田乡,0
22823,永乐镇,1
22824,北大湖镇,1
22825,大渡口镇,1
22826,大石寨镇,1
22827,杭埠镇,1
22828,青林苗族彝族乡,0
22829,茶城乡,0
22830,安塘乡,0
22831,宋家镇,1
22832,桥头乡,0
22833,榆林乡,0
22834,弥兴镇,1
22835,常兴镇,1
22836,安吴镇,1
22837,太平坝乡,0
22838,额勒再特乌鲁乡,0
22839,青义镇,1
22840,北石槽乡,0
22841,九龙镇,1
22842,青阳岔镇,1
22843,余集镇,1
22844,彭城镇,1
22845,龙山镇,1
22846,美沃乡,0
22847,张甸镇,1
22848,新集镇,1
22849,冶头镇,1
22850,新城子藏族乡,0
22851,沙溪乡,0
22852,吴官营乡,0
22853,大寨镇,1
22854,关面乡,0
22855,濮阳县庆祖镇,1
22856,京溪园镇,1
22857,崔家乡,0
22858,拉多乡,0
22859,白水镇,1
22860,南洋镇,1
22861,董浜镇,1
22862,祖庙街道办事处,1
22863,七里营镇,1
22864,石马镇,1
22865,铁丝塘镇,1
22866,良垌镇,1
22867,大和乡,0
22868,滨湖镇,1
22869,新华路街道办事处,1
22870,玉奇喀特乡,0
22871,郑集镇,1
22872,三里乡,0
22873,下马渡镇,1
22874,宗塔乡,0
22875,车城乡,0
22876,央塔克乡,0
22877,王店子镇,1
22878,双岔镇,1
22879,高莞镇,1
22880,金河镇,1
22881,山福镇,1
22882,留古镇,1
22883,大安乡,0
22884,蛟塘镇,1
22885,虞乡镇,0
22886,阿北乡,0
22887,占城镇,1
22888,金井镇,1
22889,黄花乡,0
22890,张庄乡,0
22891,八义镇,1
22892,清坪镇,1
22893,余店镇,1
22894,格咱乡,0
22895,大庙乡,0
22896,谷旦镇,1
22897,罗富镇,1
22898,三农场,0
22899,亭子镇,1
22900,莲城镇,1
22901,闪电河乡,0
22902,天成街道办事处,1
22903,何家畔镇,1
22904,上盐湾镇,1
22905,河沙镇镇,1
22906,卢龙镇,1
22907,九龙镇,1
22908,青驼镇,1
22909,浪河镇,1
22910,路口镇,1
22911,白旗镇,1
22912,溶溪镇,1
22913,雷庄镇,1
22914,腾克镇,1
22915,韩陵镇,1
22916,苗店镇,1
22917,妙皇乡,0
22918,仁兴镇,1
22919,统一镇,1
22920,达里雅布依乡,0
22921,凤山镇,1
22922,朐阳街道,1
22923,曲家店镇,1
22924,沙市镇,1
22925,团旺镇,1
22926,白泥镇,1
22927,杨庄乡,0
22928,桂竹帽镇,1
22929,赤溪镇,1
22930,三溪乡,0
22931,俄体镇,1
22932,七里乡,0
22933,峡门镇,1
22934,武城镇,1
22935,息陬镇,1
22936,岛石镇,1
22937,南屏镇,1
22938,高店乡,0
22939,达板镇,1
22940,里坦镇,1
22941,凤林镇,1
22942,哈拉峻乡,0
22943,牛心镇,1
22944,桑园镇,1
22945,色帕巴依乡,0
22946,长沙镇,1
22947,掌布镇,1
22948,桑宝拉格苏木,0
22949,白桥镇,1
22950,雅韶镇,1
22951,吴山镇,1
22952,湖林乡,0
22953,长青乡,0
22954,古邵镇,1
22955,芦家湾乡,0
22956,泳溪乡,0
22957,姜寨镇,1
22958,宕梁街道办事处,1
22959,叶堡镇,1
22960,炮车街道办事处,1
22961,北屯街道办事处,1
22962,永安镇,1
22963,过水坪镇,1
22964,官塘镇,1
22965,九龙镇,1
22966,东简街道办,1
22967,平略镇,1
22968,甘龙镇,1
22969,掌起镇,1
22970,泄滩乡,0
22971,黄渠镇,1
22972,清平镇,1
22973,初头朗镇,1
22974,丰山镇,1
22975,玉皇庙镇,1
22976,石永镇,1
22977,夏庄镇,1
22978,沥林镇,1
22979,卡孜乡,0
22980,狄邱乡,0
22981,西联镇,1
22982,界河镇,1
22983,东荒峪镇,1
22984,陶圩镇,1
22985,龙门镇,1
22986,白泉镇,1
22987,光禄镇,1
22988,云峰镇,1
22989,龙固镇,1
22990,马湾镇,1
22991,孙家集街道办事处,1
22992,乌兰图克镇,1
22993,杨堤乡,0
22994,旧城镇,1
22995,化龙堰镇,1
22996,努文木仁乡,0
22997,解店镇,1
22998,底堡乡,0
22999,西李村乡,0
23000,峤山镇,1
23001,硐底镇,1
23002,湍东镇,1
23003,赵庄镇,1
23004,箐口乡,0
23005,山口乡,0
23006,鱼河镇,1
23007,合姑洛乡,0
23008,杏山镇,1
23009,英落镇,1
23010,但店镇,1
23011,鲁班镇,1
23012,古勒巴格乡,0
23013,妥甸镇,1
23014,团结乡,0
23015,后安镇,1
23016,岑松镇,1
23017,重龙镇,1
23018,高尚镇,1
23019,大口镇,1
23020,拥翠乡,0
23021,龙潭镇,1
23022,鸳鸯镇,1
23023,大阳镇,1
23024,龙头镇,1
23025,兴宁镇,1
23026,蒙顶山镇,1
23027,甘子河乡,0
23028,岭背镇,1
23029,蔗香镇,1
23030,新妙镇,1
23031,黄沙镇,1
23032,十二连城乡,0
23033,龙胜镇,1
23034,大屯街道办事处,1
23035,段泊岚镇,1
23036,栗山镇,1
23037,芝田镇,1
23038,白庙乡,0
23039,五里牌街道办事处,1
23040,潦河坡镇,1
23041,河滨街道,1
23042,雄江镇,1
23043,松林坡白族彝族苗族乡,0
23044,宝圩乡,0
23045,桑园镇,1
23046,罗罗堡镇,1
23047,地灵乡,0
23048,横水镇,1
23049,庙头镇,1
23050,平背乡,0
23051,闹枝镇,1
23052,漳源镇,1
23053,王团镇,1
23054,松树沟乡,0
23055,杨村镇,1
23056,补郎苗族乡,0
23057,石埠子镇,1
23058,红星镇,1
23059,成佳镇,1
23060,百马乡,0
23061,海星镇,1
23062,鲁容乡,0
23063,消泗乡,0
23064,吐峪沟乡,0
23065,罗桥镇,1
23066,北罗镇,1
23067,包屯镇,1
23068,八仙镇,1
23069,老君殿镇,1
23070,青云镇,1
23071,依提木孔乡,0
23072,漫江乡,0
23073,抚边乡,0
23074,安昌镇,1
23075,松木塘镇,1
23076,城关镇,1
23077,东河镇,1
23078,安和镇,1
23079,梅雨镇,1
23080,通伏乡,0
23081,板当镇,1
23082,屋脚蒙古族乡,0
23083,太石镇,1
23084,曲陌乡,0
23085,新亨镇,1
23086,刘集镇,1
23087,洪泉乡,0
23088,浩来呼热苏木,0
23089,彭店乡,0
23090,胡张乡,0
23091,青龙乡,0
23092,高谷镇,1
23093,锦和镇,1
23094,埔寨镇,1
23095,寿张镇,1
23096,巴彦木仁苏木乡,0
23097,郝家桥镇,1
23098,塔山镇,1
23099,赵庄镇,1
23100,孙埠镇,1
23101,广运街道办事处,1
23102,津城街道办事处,1
23103,李集镇,1
23104,滩面镇,1
23105,埠场镇,1
23106,贾豁乡,0
23107,板桥镇,1
23108,涓桥镇,1
