ID,乡镇级,Rural
23109,月江镇,1
23110,二八镇,1
23111,沙柳河镇,1
23112,凌家镇,1
23113,青平镇,1
23114,双沟镇,1
23115,纪台镇,1
23116,六顺镇,1
23117,小璜镇,1
23118,建一镇,1
23119,赵家镇,1
23120,南岭乡,0
23121,青花镇,1
23122,槐芽镇,1
23123,银恩乡,0
23124,以那镇,1
23125,姚堡乡,0
23126,城南街道办事处,1
23127,万宝河镇,1
23128,三交镇,1
23129,孙渡街道,1
23130,鸣凤镇,1
23131,毕郭镇,1
23132,皎平渡镇,1
23133,小南海镇,1
23134,宝格德乌拉苏木,0
23135,祁连镇,1
23136,协和镇,1
23137,阳头升乡,0
23138,营根镇,1
23139,鲤溪镇,1
23140,车河镇,1
23141,白土镇,1
23142,石佛寺镇,1
23143,罗溪镇,1
23144,龙镇,1
23145,张营镇,1
23146,樟木镇,1
23147,杜家镇,1
23148,庄寨镇,1
23149,岔河乡,0
23150,三岔乡,0
23151,南大园乡,0
23152,阔斯特克镇,1
23153,丹灶镇,1
23154,济阳街道办事处,1
23155,风化店乡,0
23156,玉水镇,1
23157,大营镇,1
23158,麟潭乡,0
23159,荷塘镇,1
23160,斯也克乡,0
23161,大同乡,0
23162,拱市乡,0
23163,小河镇,1
23164,安康乡,0
23165,龙胜乡,0
23166,闫油坊乡,0
23167,永兴傈僳族乡,0
23168,惠安镇,1
23169,客路镇,1
23170,南邢郭镇,1
23171,隆兴昌镇,1
23172,高庄镇,1
23173,石埇镇,1
23174,蚬冈镇,1
23175,周家乡,0
23176,陈良镇,1
23177,程河镇,1
23178,溪口镇,1
23179,大坪塘镇,1
23180,南安镇,1
23181,如萨乡,0
23182,象形乡,0
23183,禄脿街道办事处,1
23184,柞村镇,1
23185,大川镇,1
23186,沙子街道,1
23187,福洪镇,1
23188,西姜寨乡,0
23189,玉亭乡,0
23190,平舒镇,1
23191,西吴街道办事处,1
23192,魏家桥镇,1
23193,福兴乡,0
23194,龙塘镇,1
23195,赵村镇,1
23196,大进镇,1
23197,喜河镇,1
23198,夺多乡,0
23199,朱家场镇,1
23200,大民街道办事处,1
23201,李官镇,1
23202,青山乡,0
23203,朗镇,1
23204,崇寿镇,1
23205,东风乡,0
23206,天城镇,1
23207,羊永镇,1
23208,新街乡,0
23209,叉河镇,1
23210,松树镇,1
23211,大坪乡,0
23212,云潭镇,1
23213,那拉提镇,1
23214,平城镇,1
23215,热荣乡,0
23216,大同湖管理区,1
23217,河路口镇,1
23218,元城镇,1
23219,陶邓镇,1
23220,班迪尔乡,0
23221,丰集镇,1
23222,三道乡,0
23223,兴发苗族彝族回族乡,0
23224,武坚镇,1
23225,渠洋镇,1
23226,安地镇,1
23227,英也尔镇,1
23228,田家河乡,0
23229,孙氏镇,1
23230,上庄地区办事处,1
23231,安谷镇,1
23232,杜家石沟镇,1
23233,北贾壁乡,0
23234,火龙镇,1
23235,峡口镇,1
23236,二人班乡,0
23237,成富朝鲜族满族乡,0
23238,万灵镇,1
23239,禄加镇,1
23240,师古镇,1
23241,甲西镇,1
23242,洗新乡,0
23243,田湾镇,1
23244,西塘镇,1
23245,古城镇,1
23246,北道德乡,0
23247,香坪镇,1
23248,弓棚镇,1
23249,大田彝族苗族布依族乡,0
23250,白碌乡,0
23251,曹市镇,1
23252,马渚镇,1
23253,上杨乡,0
23254,公吉乡,0
23255,大留镇镇,1
23256,荻垛镇,1
23257,常郭乡,0
23258,野岗镇,1
23259,万宝镇,1
23260,小林镇,1
23261,获各琦苏木,0
23262,朱桥镇,1
23263,禾洞镇,1
23264,张楼镇,1
23265,金星满族乡,0
23266,董家镇,1
23267,扣河子镇,1
23268,大兴镇,1
23269,市中街道,1
23270,蒲川乡,0
23271,湾沟门乡,0
23272,洪安镇,1
23273,扎油乡,0
23274,雷家碛乡,0
23275,江田镇,1
23276,张完集乡,0
23277,石庄乡,0
23278,道台桥镇,1
23279,晴朗乡,0
23280,宝莲寺镇,1
23281,德安乡,0
23282,黄集镇,1
23283,蒿沟乡,0
23284,落卜镇,1
23285,全州镇,1
23286,白音席勒街道办事处,1
23287,牛心台街道,1
23288,大河镇,1
23289,里木店镇,1
23290,中泉镇,1
23291,五山镇,1
23292,关帝庙镇,1
23293,姚庄镇,1
23294,埝桥镇,1
23295,西夏亭镇,1
23296,南浔镇,1
23297,乔家湾乡,0
23298,万潮镇,1
23299,长沙乡,0
23300,香龙镇,1
23301,中里乡,0
23302,马冈镇,1
23303,康山乡,0
23304,新港镇,1
23305,杏山旅游管理区杏山街道办事处,1
23306,仁里集镇,1
23307,大柳镇,1
23308,水边镇,1
23309,前山镇,1
23310,长沟镇,1
23311,大营子乡,0
23312,赵村镇,1
23313,天宝乡,0
23314,马鹿塘乡,0
23315,三甲乡,0
23316,碧玉镇,1
23317,三都镇,1
23318,于城镇,1
23319,彰北街道办事处,1
23320,海西镇,1
23321,颜村铺乡,0
23322,菜园镇,1
23323,清源街道办事处,1
23324,狮子镇,1
23325,羊街镇,1
23326,白良镇,1
23327,昆寨苗族彝族白族乡,0
23328,渔渡镇,1
23329,三拨子乡,0
23330,刘垓子镇,1
23331,水岩乡,0
23332,麻柳乡,0
23333,槐阳镇,1
23334,樟铺镇,1
23335,友谊街道,1
23336,金瑞镇,1
23337,牛棚镇,1
23338,玛查理镇,1
23339,兴盛乡,0
23340,镇安镇,1
23341,涅阳街道办事处,1
23342,琊川镇,1
23343,宋溪镇,1
23344,殷涧镇,1
23345,傅家镇,1
23346,九道岭镇,1
23347,东成镇,1
23348,神童镇,1
23349,锁江羌族乡,0
23350,福田寺镇,1
23351,金寨回族乡,0
23352,高兴镇,1
23353,桑阿镇,1
23354,旧县镇,1
23355,浙源乡,0
23356,罗州镇,1
23357,东光镇,1
23358,保和乡,0
23359,古基镇,1
23360,南洋镇,1
23361,王宅镇,1
23362,牧原镇,1
23363,萨地克于孜乡,0
23364,兔坂镇,1
23365,周田镇,1
23366,江南镇,1
23367,仙河镇,1
23368,纸坊街道办事处,1
23369,曲什安镇,1
23370,上遥镇,1
23371,宏村镇,1
23372,吴城镇,1
23373,小城子镇,1
23374,八一镇,1
23375,伊金霍洛镇,1
23376,铁山乡,0
23377,水西镇,1
23378,呷拉镇,1
23379,夏门镇,1
23380,杨村镇,1
23381,宏伟乡,0
23382,吞盘乡,0
23383,沙连堡乡,0
23384,伦掌镇,1
23385,檀溪镇,1
23386,步达远镇,1
23387,洞头镇,1
23388,铁西路街道办事处,1
23389,大沙镇,1
23390,永丰镇,1
23391,牛寺乡,0
23392,羊场镇,1
23393,塘雅镇,1
23394,迎春镇,1
23395,碗窑乡,0
23396,晓天镇,1
23397,龙河镇,1
23398,陈桥镇,1
23399,油恰乡,0
23400,青峰山镇,1
23401,锦江镇,1
23402,玉家河镇,1
23403,克玛乡,0
23404,葛兰镇,1
23405,珠藏镇,1
23406,隆广镇,1
23407,双胜镇,1
23408,坝河镇,1
23409,板城镇,1
23410,故陵镇,1
23411,锡尼镇,1
23412,灵山镇,1
23413,黎明关水族乡,0
23414,孤山子镇,1
23415,乔乐乡,0
23416,东冶镇,1
23417,沙塔坪乡,0
23418,舞阳镇,1
23419,檀江街道,1
23420,瓜州镇,1
23421,三甲街道办事处,1
23422,大峪镇,1
23423,土城子镇,1
23424,亮河镇,1
23425,长安镇,1
23426,阿克萨来乡,0
23427,田村镇,1
23428,奔子栏镇,1
23429,高平镇,1
23430,鹿固乡,0
23431,红柳沟镇,1
23432,杨木林子镇,1
23433,桥东街道办事处,1
23434,文渠镇,1
23435,碧峰镇,1
23436,银壶街道,1
23437,桥墩镇,1
23438,凤凰山街道,1
23439,地藏寺满族乡,0
23440,马场垣乡,0
23441,平等乡,0
23442,勒马乡,0
23443,白溪镇,1
23444,骆峪镇,1
23445,庄坞镇,1
23446,沙沟镇,1
23447,炮梁乡,0
23448,永新乡,0
23449,虎邱镇,1
23450,扬眉镇,1
23451,云龙镇,1
23452,河镇彝族苗族乡,0
23453,千家镇,1
23454,张二庄镇,1
23455,郭村镇,1
23456,前孙镇,1
23457,云阳街道,1
23458,杜店街道办事处,1
23459,香泉镇,1
23460,台城镇,1
23461,厚田乡,0
23462,横村镇,1
23463,北环路街道办事处,1
23464,九畹溪镇,1
23465,云龙乡,0
23466,苔菉镇,1
23467,铁门镇,1
23468,铜山乡,0
23469,七道泉子镇,1
23470,上新集镇,1
23471,均县镇,1
23472,湖南镇,1
23473,许坊乡,0
23474,店子镇,1
23475,长风乡,0
23476,新华镇,1
23477,东肖街道,1
23478,严塘镇,1
23479,八江镇,1
23480,苏仙石乡,0
23481,茶庵铺镇,1
23482,苏河镇,1
23483,桐岭镇,1
23484,蔡家会镇,1
23485,勒秀镇,1
23486,北山口镇,1
23487,土桥镇,1
23488,仙米乡,0
23489,郭家镇,1
23490,龙船塘瑶族乡,0
23491,古泉镇,1
23492,回龙镇,1
23493,侍庄街道办事处,1
23494,滦平镇,1
23495,张谷英镇,1
23496,北溪村乡,0
23497,仙源乡,0
23498,猴场镇,1
23499,骆驼坳镇,1
23500,策勒乡,0
23501,文笔镇,1
23502,博爱县鸿昌办事处,1
23503,金谷乡,0
23504,娘子关镇,1
23505,奔达乡,0
23506,黄柏乡,0
23507,马家乡,0
23508,桑梓店街道办事处,1
23509,夹竹园镇,1
23510,梅林乡,0
23511,横江镇,1
23512,洪洲乡,0
23513,塘南镇,1
23514,故县镇,1
23515,独塘乡,0
23516,金屯镇,1
23517,肖口镇,1
23518,石河镇,1
23519,葛埠口乡,0
23520,麦崩乡,0
23521,都城镇,1
23522,小白山乡,0
23523,亨通镇,1
23524,阔克阿尕什乡,0
23525,新场乡,0
23526,文庙街道,1
23527,永宁镇,1
23528,沙堆镇,1
23529,官道镇,1
23530,永安镇,1
23531,郑家寨镇,1
23532,大溪乡,0
23533,牌楼乡,0
23534,鸡飞镇,1
23535,高村乡,0
23536,驼腰子镇,1
23537,海龙街道,1
23538,陈旗呼和诺尔镇,1
23539,双庙镇,1
23540,柳林镇,1
23541,迎春镇,1
23542,平安镇,1
23543,三爪仑乡,0
23544,拔贡镇,1
23545,大湾镇,1
23546,山口镇,1
23547,乌马营镇,1
23548,和平街道,1
23549,文家市镇,1
23550,霍童镇,1
23551,西关镇,1
23552,松树镇,1
23553,小龙街道办事处,1
23554,蒿吉坪瑶族乡,0
23555,达溪镇,1
23556,杨柳铺乡,0
23557,晒经乡,0
23558,府城镇,1
23559,安平镇,1
23560,南里乡,0
23561,南海街道,1
23562,周村镇,1
23563,会龙山街道,1
23564,印茶镇,1
23565,旧县镇,1
23566,官埠桥镇,1
23567,长风中路街道,1
23568,石柱镇,1
23569,后河镇,1
23570,王家庄乡,0
23571,亚龙乡,0
23572,蔡家崖乡,0
23573,陈炉镇,1
23574,苏木乡,0
23575,天星乡,0
23576,久合垸乡,0
23577,宝山乡,0
23578,白马藏族乡,0
23579,四都镇,1
23580,东园镇,1
23581,广宗镇,1
23582,三岔口镇,1
23583,浮江乡,0
23584,大徐镇,1
23585,屏南乡,0
23586,荣山镇,1
23587,城关乡,0
23588,红石林镇,1
23589,马店镇,1
23590,和平镇,1
23591,五珠乡,0
23592,珠田乡,0
23593,水师营满族镇,1
23594,马营镇,1
23595,大桥头乡,0
23596,化念镇,1
23597,坳南乡,0
23598,罗家桥乡,0
23599,尼傲乡,0
23600,社坡镇,1
23601,大法寺镇,1
23602,沙河街道办事处,1
23603,枫田镇,1
23604,柘木镇,1
23605,富裕镇,1
23606,西邑乡,0
23607,金洞乡,0
23608,东寨镇,1
23609,扬武镇,1
23610,石牌镇,1
23611,城关镇,1
23612,宝华镇,1
23613,何市镇,1
23614,佛罗镇,1
23615,庄口镇,1
23616,回龙镇,1
23617,茅荆坝乡,0
23618,东鞍山街道办事处,1
23619,安丰乡,0
23620,文治街道办事处,1
23621,坑底乡,0
23622,王集镇,1
23623,山头乡,0
23624,大塘埠镇,1
23625,榆盘镇,1
23626,茨榆山乡,0
23627,西市场街道办事处,1
23628,茅竹镇,1
23629,古桥镇,1
23630,城厢镇,1
23631,郑口镇,1
23632,野三关镇,1
23633,岜暮乡,0
23634,秦溪镇,1
23635,三多乡,0
23636,石门桥镇,1
23637,南湫乡,0
23638,巴音花镇,1
23639,独山子东乡族乡,0
23640,涉城镇,1
23641,八道沟镇,1
23642,丙麻乡,0
23643,官舟镇,1
23644,夜村镇,1
23645,北兴镇,1
23646,吴桥镇,1
23647,邦洞街道,1
23648,龙店镇,1
23649,羊头崖乡,0
23650,麻田镇,1
23651,富塘街道,1
23652,东山镇,1
23653,枝城镇,1
23654,辛街乡,0
23655,尚屯镇,1
23656,龙沙镇,1
23657,谢河镇,1
23658,聂家河镇,1
23659,丹阳镇,1
23660,砚溪镇,1
23661,兴达路街道办事处,1
23662,网户满族乡,0
23663,木李镇,1
23664,纺织路街道,1
23665,南山镇,1
23666,城关镇,1
23667,白土店乡,0
23668,共和镇,1
23669,作登瑶族乡,0
23670,珍珠泉乡,0
23671,头陀镇,1
23672,清水河镇,1
23673,城关镇,1
23674,周旺镇,1
23675,罗家镇,1
23676,大涧乡,0
23677,曲当乡,0
23678,新圩镇,1
23679,漫河镇,1
23680,文峰镇,1
23681,凤亭乡,0
23682,常庄乡,0
23683,龙泉镇,1
23684,莲花滩乡,0
23685,大保当镇,1
23686,社赓镇,1
23687,岭腰乡,0
23688,玉溪镇,1
23689,洛源镇,1
23690,总寨镇,1
23691,南坡乡,0
23692,三泉镇,1
23693,和隆满族乡,0
23694,新台门镇,1
23695,沅陵镇,1
23696,五蛟镇,1
23697,官屯堡乡,0
23698,马坡地区办事处,1
23699,埠前镇,1
23700,杨柳庄镇,1
23701,城北街道办事处,1
23702,油槐街道办事处,1
23703,石碉楼乡,0
23704,都结乡,0
23705,黄龙镇,1
23706,雷池乡,0
23707,西坊城镇,1
23708,禹越镇,1
23709,柳林镇,1
23710,山湾乡,0
23711,杨庄集镇,1
23712,苏桥镇,1
23713,慈云镇,1
23714,甜水满族乡,0
23715,溢水镇,1
23716,早阳镇,1
23717,锦郊街道,1
23718,城东镇,1
23719,峰口镇,1
23720,比如镇,1
23721,回里镇,1
23722,鲤鱼塘镇,1
23723,斗山镇,1
23724,高墙乡,0
23725,文武镇,1
23726,集义庄乡,0
23727,祁家河乡,0
23728,向阳川镇,1
23729,分界镇,1
23730,鸬鸟镇,1
23731,九墩滩指挥部,1
23732,毛石镇,1
23733,瓦店镇,1
23734,官屯镇,1
23735,仙人湾瑶族乡,0
23736,沙河站镇,1
23737,问安镇,1
23738,杨和镇,1
23739,东侯坊乡,0
23740,格达乡,0
23741,和吉镇,1
23742,中洲乡,0
23743,白山镇,1
23744,张集镇,1
23745,水田镇,1
23746,苏哈特乡,0
23747,芦山镇,1
23748,小溪镇,1
23749,砖塘镇,1
23750,达那乡,0
23751,洪门街道,1
23752,海尾镇,1
23753,上库力街道办事处,1
23754,石井乡,0
23755,三阳乡,0
23756,柞市镇,1
23757,托里镇,1
23758,水塘镇,1
23759,木皮藏族乡,0
23760,硕督镇,1
23761,麻埠镇,1
23762,大有镇,1
23763,新店镇,1
23764,杨柳白族彝族乡,0
23765,雅水镇,1
23766,朱寨镇,1
23767,四都镇,1
23768,兴隆镇,1
23769,赛力克提牧场,0
23770,尉庄乡,0
23771,侯寨街道办事处,1
23772,芦草沟乡,0
23773,多宝镇,1
23774,苏独仑镇,1
23775,凉水河子镇,1
23776,蒲圻街道办事处,1
23777,鹤城乡,0
23778,雪堰镇,1
23779,卡加曼乡,0
23780,义勒力特镇,1
23781,石人子沟街道办事处,1
23782,武阳镇,1
23783,群乐镇,1
23784,桂塘镇,1
23785,山前街道,1
23786,新政镇,1
23787,林堡乡,0
23788,湖坑镇,1
23789,扁担沟镇,1
23790,文龙街道办事处,1
23791,杨家沟镇,1
23792,埠子镇,1
23793,安坪镇,1
23794,官和侗族土家族苗族乡,0
23795,巡田乡,0
23796,平顶山镇,1
23797,新兴街道办事处,1
23798,大德镇,1
23799,中兴街道办事处,1
23800,朱家铺镇,1
23801,舞阳坝街道办事处,1
23802,纪昌庄乡,0
23803,饶丰镇,1
23804,畅好乡,0
23805,阿党镇,1
23806,红星街道办事处,1
23807,后坪乡,0
23808,洒库乡,0
23809,必斯营子镇,1
23810,巴州镇,1
23811,刘集镇,1
23812,白鹤街道办事处,1
23813,下坝乡,0
23814,蓬东乡,0
23815,雄巴乡,0
23816,洛阳镇,1
23817,三宝乡,0
23818,夏邱镇,1
23819,茅坪镇,1
23820,千佛镇,1
23821,东屯乡,0
23822,雁门镇,1
23823,弋江镇,1
23824,泾渭街道办事处,1
23825,陆埠镇,1
23826,秤架瑶族乡,0
23827,日庄镇,1
23828,水泉镇,1
23829,钱东镇,1
23830,瞻岐镇,1
23831,涌泉镇,1
23832,泰山庙镇,1
23833,西河底镇,1
23834,碧岩镇,1
23835,黄岭乡,0
23836,汉豪乡,0
23837,双林镇,1
23838,永丰乡,0
23839,大屯镇,1
23840,禾丰镇,1
23841,白石街道办事处,1
23842,长青乡,0
23843,蒋家堰镇,1
23844,达斡尔民族乡,0
23845,龙河镇,1
23846,庞家镇,1
23847,长乐乡,0
23848,吉埠镇,1
23849,姜州镇,1
23850,四河镇,1
23851,峙浪乡,0
23852,老子山镇,1
23853,聪子峪乡,0
23854,新华乡,0
23855,孙祖镇,1
23856,马岭镇,1
23857,思林土家族苗族乡,0
23858,黄莺乡,0
23859,太白镇,1
23860,洛阳镇,1
23861,岩口铺镇,1
23862,故县镇,1
23863,万德镇,1
23864,罗江街道办事处,1
23865,吐鲁番于孜乡,0
23866,偏城乡,0
23867,青塘镇,1
23868,双华镇,1
23869,西烟镇,1
23870,波莲镇,1
23871,大溪河镇,1
23872,太和镇,1
23873,府河镇,1
23874,白河镇,1
23875,马金镇,1
23876,白头里乡,0
23877,塔集镇,1
23878,长龙镇,1
23879,城关镇,1
23880,板店乡,0
23881,凤凰街道办事处,1
23882,和平乡,0
23883,止马镇,1
23884,祥城镇,1
23885,北周庄镇,1
23886,南诏镇,1
23887,城中街道办事处,1
23888,桃林镇,1
23889,佘家镇,1
23890,平马镇,1
23891,新滩镇,1
23892,丽水街道办事处,1
23893,金紫仙镇,1
23894,龙石镇,1
23895,西平罗乡,0
23896,陆斡镇,1
23897,河图镇,1
23898,司马镇,1
23899,新洋街道,1
23900,达日罕乌拉苏木,0
23901,万胜永乡,0
23902,陇集镇,1
23903,新艾里蒙古族乡,0
23904,大湖镇,1
23905,三角镇,1
23906,白玛镇,1
23907,凉水镇,1
23908,荒佃庄镇,1
23909,梁堂镇,1
23910,青岗集镇,1
23911,阿尔斯兰巴格乡,0
23912,铎山镇,1
23913,双星乡,0
23914,下洼镇,1
23915,乌兰木伦镇,1
23916,花坪镇,1
23917,侯口乡,0
23918,浦南镇,1
23919,歪子镇,1
23920,朗溪乡,0
23921,沙日浩来镇,1
23922,大坪镇,1
23923,两河镇,1
23924,余粮堡镇,1
23925,真武洞街道办事处,1
23926,湖源乡,0
23927,新庄镇,1
23928,野角乡,0
23929,大石头镇,1
23930,奔都乡,0
23931,红果彝族乡,0
23932,当堆乡,0
23933,香山街道办事处,1
23934,何家洞镇,1
23935,五化镇,1
23936,格林镇,1
23937,权村镇,1
23938,那拔镇,1
23939,大坡乡,0
23940,泥河镇,1
23941,安香乡,0
23942,富路镇,1
23943,屠甸镇,1
23944,开安镇,1
23945,柳树镇,1
23946,太平镇,1
23947,巴铃镇,1
23948,范村乡,0
23949,天河镇,1
23950,丰乐街道办事处,1
23951,黄良街道办事处,1
23952,定宁镇,1
23953,西大滩镇,1
23954,张秀屯镇,1
23955,湖光镇,1
23956,库宗桥镇,1
23957,金钗镇,1
23958,相衙镇,1
23959,吴村镇,1
23960,张店镇,1
23961,那楠乡,0
23962,伊山镇,1
23963,若笠乡,0
23964,蔡岭镇,1
23965,库庄镇,1
23966,历山街道办事处,1
23967,山前店镇,1
23968,岔科镇,1
23969,中村乡,0
23970,玉山镇,1
23971,维新镇,1
23972,平山镇,1
23973,三尖镇,1
23974,明德乡,0
23975,南桐镇,1
23976,那仁宝拉格苏木,0
23977,蒲口乡,0
23978,青岭满族乡,0
23979,乌龙镇,1
23980,路庄子乡,0
23981,滦河镇,1
23982,东桥镇,1
23983,朝阳乡,0
23984,中山镇,1
23985,虎头崖镇,1
23986,瓦切镇,1
23987,侨港镇,1
23988,燕矶镇,1
23989,扎西绕登乡,0
23990,迳头镇,1
23991,八角楼乡,0
23992,南岳庙镇,1
23993,各卡乡,0
23994,大花乡,0
23995,紫山镇,1
23996,卡若镇,1
23997,淤上乡,0
23998,查干诺尔乡,0
23999,林泉镇,1
24000,元村镇,1
24001,窝底乡,0
24002,龙潭镇,1
24003,马合口白族乡,0
24004,宋门乡,0
24005,安东卫街道办事处,1
24006,黄堽镇,1
24007,汀坪乡,0
24008,石家镇,1
24009,龙塘镇,1
24010,错阿镇,1
24011,三城镇,1
24012,五星街道,1
24013,陡山乡,0
24014,马头镇,1
24015,葛仙庄镇,1
24016,网市镇,1
24017,朝阳乡,0
24018,定远寨镇,1
24019,岳溪镇,1
24020,思灵镇,1
24021,庞家乡,0
24022,下山镇,1
24023,翁垟街道办事处,1
24024,龙岗镇,1
24025,中都镇,1
24026,乙圩乡,0
24027,市山镇,1
24028,兴丰镇,1
24029,西圩乡,0
24030,新丰镇,1
24031,朝天镇,1
24032,胡庄镇,1
24033,敦操乡,0
24034,石盖塘街道,1
24035,龙湾屯镇,1
24036,仁和地区办事处,1
24037,七沟镇,1
24038,千金街道,1
24039,西果园镇,1
24040,八丹乡,0
24041,陇城镇,1
24042,牛头崖镇,1
24043,华山乡,0
24044,西岩镇,1
24045,米贝苗族乡,0
24046,占陇镇,1
24047,江心乡,0
24048,穰东镇,1
24049,魏家楼镇,1
24050,建设镇,1
24051,新市渡镇,1
24052,汪湖镇,1
24053,平湖街道办事处,1
24054,保合少镇,1
24055,多吉乡,0
24056,连环乡,0
24057,澧溪镇,1
24058,注泔镇,1
24059,谷岗乡,0
24060,新场镇,1
24061,崔庄镇,1
24062,赵毛陶乡,0
24063,大陈镇,1
24064,河市镇,1
24065,三道岗镇,1
24066,石口乡,0
24067,二号卜乡,0
24068,韩村镇,1
